code,name,parent_code,level,aliases
H33.22,"Serous retinal detachment, left eye",H33.2,5,
H33.23,"Serous retinal detachment, bilateral",H33.2,5,
H33.3,Retinal breaks without detachment,H33,4,
H33.30,Unspecified retinal break,H33.3,5,
H33.301,"Unspecified retinal break, right eye",H33.30,6,
H33.302,"Unspecified retinal break, left eye",H33.30,6,
H33.303,"Unspecified retinal break, bilateral",H33.30,6,
H33.309,"Unspecified retinal break, unspecified eye",H33.30,6,
H33.31,Horseshoe tear of retina without detachment,H33.3,5,Operculum of retina without detachment
H33.311,"Horseshoe tear of retina without detachment, right eye",H33.31,6,
H33.312,"Horseshoe tear of retina without detachment, left eye",H33.31,6,
H33.313,"Horseshoe tear of retina without detachment, bilateral",H33.31,6,
H33.319,"Horseshoe tear of retina without detachment, unspecified eye",H33.31,6,
H33.32,Round hole of retina without detachment,H33.3,5,
H33.321,"Round hole, right eye",H33.32,6,
H33.322,"Round hole, left eye",H33.32,6,
H33.323,"Round hole, bilateral",H33.32,6,
H33.329,"Round hole, unspecified eye",H33.32,6,
H33.33,Multiple defects of retina without detachment,H33.3,5,
H33.331,"Multiple defects of retina without detachment, right eye",H33.33,6,
H33.332,"Multiple defects of retina without detachment, left eye",H33.33,6,
H33.333,"Multiple defects of retina without detachment, bilateral",H33.33,6,
H33.339,"Multiple defects of retina without detachment, unspecified eye",H33.33,6,
H33.4,Traction detachment of retina,H33,4,Proliferative vitreo-retinopathy with retinal detachment
H33.40,"Traction detachment of retina, unspecified eye",H33.4,5,
H33.41,"Traction detachment of retina, right eye",H33.4,5,
H33.42,"Traction detachment of retina, left eye",H33.4,5,
H33.43,"Traction detachment of retina, bilateral",H33.4,5,
H33.8,Other retinal detachments,H33,4,
H34,Retinal vascular occlusions,SECTION_H30-H36,3,
H34.0,Transient retinal artery occlusion,H34,4,
H34.00,"Transient retinal artery occlusion, unspecified eye",H34.0,5,
H34.01,"Transient retinal artery occlusion, right eye",H34.0,5,
H34.02,"Transient retinal artery occlusion, left eye",H34.0,5,
H34.03,"Transient retinal artery occlusion, bilateral",H34.0,5,
H34.1,Central retinal artery occlusion,H34,4,
H34.10,"Central retinal artery occlusion, unspecified eye",H34.1,5,
H34.11,"Central retinal artery occlusion, right eye",H34.1,5,
H34.12,"Central retinal artery occlusion, left eye",H34.1,5,
H34.13,"Central retinal artery occlusion, bilateral",H34.1,5,
H34.2,Other retinal artery occlusions,H34,4,
H34.21,Partial retinal artery occlusion,H34.2,5,Hollenhorst's plaque|Retinal microembolism
H34.211,"Partial retinal artery occlusion, right eye",H34.21,6,
H34.212,"Partial retinal artery occlusion, left eye",H34.21,6,
H34.213,"Partial retinal artery occlusion, bilateral",H34.21,6,
H34.219,"Partial retinal artery occlusion, unspecified eye",H34.21,6,
H34.23,Retinal artery branch occlusion,H34.2,5,
H34.231,"Retinal artery branch occlusion, right eye",H34.23,6,
H34.232,"Retinal artery branch occlusion, left eye",H34.23,6,
H34.233,"Retinal artery branch occlusion, bilateral",H34.23,6,
H34.239,"Retinal artery branch occlusion, unspecified eye",H34.23,6,
H34.8,Other retinal vascular occlusions,H34,4,
H34.81,Central retinal vein occlusion,H34.8,5,
H34.811,"Central retinal vein occlusion, right eye",H34.81,6,
H34.812,"Central retinal vein occlusion, left eye",H34.81,6,
H34.813,"Central retinal vein occlusion, bilateral",H34.81,6,
H34.819,"Central retinal vein occlusion, unspecified eye",H34.81,6,
H34.82,Venous engorgement,H34.8,5,Incipient retinal vein occlusion|Partial retinal vein occlusion
H34.821,"Venous engorgement, right eye",H34.82,6,
H34.822,"Venous engorgement, left eye",H34.82,6,
H34.823,"Venous engorgement, bilateral",H34.82,6,
H34.829,"Venous engorgement, unspecified eye",H34.82,6,
H34.83,Tributary (branch) retinal vein occlusion,H34.8,5,
H34.831,"Tributary (branch) retinal vein occlusion, right eye",H34.83,6,
H34.832,"Tributary (branch) retinal vein occlusion, left eye",H34.83,6,
H34.833,"Tributary (branch) retinal vein occlusion, bilateral",H34.83,6,
H34.839,"Tributary (branch) retinal vein occlusion, unspecified eye",H34.83,6,
H34.9,Unspecified retinal vascular occlusion,H34,4,
H35,Other retinal disorders,SECTION_H30-H36,3,
H35.0,Background retinopathy and retinal vascular changes,H35,4,
H35.00,Unspecified background retinopathy,H35.0,5,
H35.01,Changes in retinal vascular appearance,H35.0,5,Retinal vascular sheathing
H35.011,"Changes in retinal vascular appearance, right eye",H35.01,6,
H35.012,"Changes in retinal vascular appearance, left eye",H35.01,6,
H35.013,"Changes in retinal vascular appearance, bilateral",H35.01,6,
H35.019,"Changes in retinal vascular appearance, unspecified eye",H35.01,6,
H35.02,Exudative retinopathy,H35.0,5,Coats retinopathy
H35.021,"Exudative retinopathy, right eye",H35.02,6,
H35.022,"Exudative retinopathy, left eye",H35.02,6,
H35.023,"Exudative retinopathy, bilateral",H35.02,6,
H35.029,"Exudative retinopathy, unspecified eye",H35.02,6,
H35.03,Hypertensive retinopathy,H35.0,5,
H35.031,"Hypertensive retinopathy, right eye",H35.03,6,
H35.032,"Hypertensive retinopathy, left eye",H35.03,6,
H35.033,"Hypertensive retinopathy, bilateral",H35.03,6,
H35.039,"Hypertensive retinopathy, unspecified eye",H35.03,6,
H35.04,"Retinal micro-aneurysms, unspecified",H35.0,5,
H35.041,"Retinal micro-aneurysms, unspecified, right eye",H35.04,6,
H35.042,"Retinal micro-aneurysms, unspecified, left eye",H35.04,6,
H35.043,"Retinal micro-aneurysms, unspecified, bilateral",H35.04,6,
H35.049,"Retinal micro-aneurysms, unspecified, unspecified eye",H35.04,6,
H35.05,"Retinal neovascularization, unspecified",H35.0,5,
H35.051,"Retinal neovascularization, unspecified, right eye",H35.05,6,
H35.052,"Retinal neovascularization, unspecified, left eye",H35.05,6,
H35.053,"Retinal neovascularization, unspecified, bilateral",H35.05,6,
H35.059,"Retinal neovascularization, unspecified, unspecified eye",H35.05,6,
H35.06,Retinal vasculitis,H35.0,5,Eales disease|Retinal perivasculitis
H35.061,"Retinal vasculitis, right eye",H35.06,6,
H35.062,"Retinal vasculitis, left eye",H35.06,6,
H35.063,"Retinal vasculitis, bilateral",H35.06,6,
H35.069,"Retinal vasculitis, unspecified eye",H35.06,6,
H35.07,Retinal telangiectasis,H35.0,5,
H35.071,"Retinal telangiectasis, right eye",H35.07,6,
H35.072,"Retinal telangiectasis, left eye",H35.07,6,
H35.073,"Retinal telangiectasis, bilateral",H35.07,6,
H35.079,"Retinal telangiectasis, unspecified eye",H35.07,6,
H35.09,Other intraretinal microvascular abnormalities,H35.0,5,Retinal varices
H35.1,Retinopathy of prematurity,H35,4,
H35.10,"Retinopathy of prematurity, unspecified",H35.1,5,Retinopathy of prematurity NOS
H35.101,"Retinopathy of prematurity, unspecified, right eye",H35.10,6,
H35.102,"Retinopathy of prematurity, unspecified, left eye",H35.10,6,
H35.103,"Retinopathy of prematurity, unspecified, bilateral",H35.10,6,
H35.109,"Retinopathy of prematurity, unspecified, unspecified eye",H35.10,6,
H35.11,"Retinopathy of prematurity, stage 0",H35.1,5,
H35.111,"Retinopathy of prematurity, stage 0, right eye",H35.11,6,
H35.112,"Retinopathy of prematurity, stage 0, left eye",H35.11,6,
H35.113,"Retinopathy of prematurity, stage 0, bilateral",H35.11,6,
H35.119,"Retinopathy of prematurity, stage 0, unspecified eye",H35.11,6,
H35.12,"Retinopathy of prematurity, stage 1",H35.1,5,
H35.121,"Retinopathy of prematurity, stage 1, right eye",H35.12,6,
H35.122,"Retinopathy of prematurity, stage 1, left eye",H35.12,6,
H35.123,"Retinopathy of prematurity, stage 1, bilateral",H35.12,6,
H35.129,"Retinopathy of prematurity, stage 1, unspecified eye",H35.12,6,
H35.13,"Retinopathy of prematurity, stage 2",H35.1,5,
H35.131,"Retinopathy of prematurity, stage 2, right eye",H35.13,6,
H35.132,"Retinopathy of prematurity, stage 2, left eye",H35.13,6,
H35.133,"Retinopathy of prematurity, stage 2, bilateral",H35.13,6,
H35.139,"Retinopathy of prematurity, stage 2, unspecified eye",H35.13,6,
H35.14,"Retinopathy of prematurity, stage 3",H35.1,5,
H35.141,"Retinopathy of prematurity, stage 3, right eye",H35.14,6,
H35.142,"Retinopathy of prematurity, stage 3, left eye",H35.14,6,
H35.143,"Retinopathy of prematurity, stage 3, bilateral",H35.14,6,
H35.149,"Retinopathy of prematurity, stage 3, unspecified eye",H35.14,6,
H35.15,"Retinopathy of prematurity, stage 4",H35.1,5,
H35.151,"Retinopathy of prematurity, stage 4, right eye",H35.15,6,
H35.152,"Retinopathy of prematurity, stage 4, left eye",H35.15,6,
H35.153,"Retinopathy of prematurity, stage 4, bilateral",H35.15,6,
H35.159,"Retinopathy of prematurity, stage 4, unspecified eye",H35.15,6,
H35.16,"Retinopathy of prematurity, stage 5",H35.1,5,
H35.161,"Retinopathy of prematurity, stage 5, right eye",H35.16,6,
H35.162,"Retinopathy of prematurity, stage 5, left eye",H35.16,6,
H35.163,"Retinopathy of prematurity, stage 5, bilateral",H35.16,6,
H35.169,"Retinopathy of prematurity, stage 5, unspecified eye",H35.16,6,
H35.17,Retrolental fibroplasia,H35.1,5,
H35.171,"Retrolental fibroplasia, right eye",H35.17,6,
H35.172,"Retrolental fibroplasia, left eye",H35.17,6,
H35.173,"Retrolental fibroplasia, bilateral",H35.17,6,
H35.179,"Retrolental fibroplasia, unspecified eye",H35.17,6,
H35.2,Other non-diabetic proliferative retinopathy,H35,4,Proliferative vitreo-retinopathy|Thalassemia proliferative retinopathy
H35.20,"Other non-diabetic proliferative retinopathy, unspecified eye",H35.2,5,
H35.21,"Other non-diabetic proliferative retinopathy, right eye",H35.2,5,
H35.22,"Other non-diabetic proliferative retinopathy, left eye",H35.2,5,
H35.23,"Other non-diabetic proliferative retinopathy, bilateral",H35.2,5,
H35.3,Degeneration of macula and posterior pole,H35,4,
H35.30,Unspecified macular degeneration,H35.3,5,Age-related macular degeneration
H35.31,Nonexudative age-related macular degeneration,H35.3,5,Atrophic age-related macular degeneration|Dry age-related macular degeneration
H35.311,"Nonexudative age-related macular degeneration, right eye",H35.31,6,
H35.312,"Nonexudative age-related macular degeneration, left eye",H35.31,6,
H35.313,"Nonexudative age-related macular degeneration, bilateral",H35.31,6,
H35.319,"Nonexudative age-related macular degeneration, unspecified eye",H35.31,6,
H35.32,Exudative age-related macular degeneration,H35.3,5,Wet age-related macular degeneration
H35.321,"Exudative age-related macular degeneration, right eye",H35.32,6,
H35.322,"Exudative age-related macular degeneration, left eye",H35.32,6,
H35.323,"Exudative age-related macular degeneration, bilateral",H35.32,6,
H35.329,"Exudative age-related macular degeneration, unspecified eye",H35.32,6,
H35.33,Angioid streaks of macula,H35.3,5,
H35.34,"Macular cyst, hole, or pseudohole",H35.3,5,
H35.341,"Macular cyst, hole, or pseudohole, right eye",H35.34,6,
H35.342,"Macular cyst, hole, or pseudohole, left eye",H35.34,6,
H35.343,"Macular cyst, hole, or pseudohole, bilateral",H35.34,6,
H35.349,"Macular cyst, hole, or pseudohole, unspecified eye",H35.34,6,
H35.35,Cystoid macular degeneration,H35.3,5,
H35.351,"Cystoid macular degeneration, right eye",H35.35,6,
H35.352,"Cystoid macular degeneration, left eye",H35.35,6,
H35.353,"Cystoid macular degeneration, bilateral",H35.35,6,
H35.359,"Cystoid macular degeneration, unspecified eye",H35.35,6,
H35.36,Drusen (degenerative) of macula,H35.3,5,
H35.361,"Drusen (degenerative) of macula, right eye",H35.36,6,
H35.362,"Drusen (degenerative) of macula, left eye",H35.36,6,
H35.363,"Drusen (degenerative) of macula, bilateral",H35.36,6,
H35.369,"Drusen (degenerative) of macula, unspecified eye",H35.36,6,
H35.37,Puckering of macula,H35.3,5,
H35.371,"Puckering of macula, right eye",H35.37,6,
H35.372,"Puckering of macula, left eye",H35.37,6,
H35.373,"Puckering of macula, bilateral",H35.37,6,
H35.379,"Puckering of macula, unspecified eye",H35.37,6,
H35.38,Toxic maculopathy,H35.3,5,
H35.381,"Toxic maculopathy, right eye",H35.38,6,
H35.382,"Toxic maculopathy, left eye",H35.38,6,
H35.383,"Toxic maculopathy, bilateral",H35.38,6,
H35.389,"Toxic maculopathy, unspecified eye",H35.38,6,
H35.4,Peripheral retinal degeneration,H35,4,
H35.40,Unspecified peripheral retinal degeneration,H35.4,5,
H35.41,Lattice degeneration of retina,H35.4,5,Palisade degeneration of retina
H35.411,"Lattice degeneration of retina, right eye",H35.41,6,
H35.412,"Lattice degeneration of retina, left eye",H35.41,6,
H35.413,"Lattice degeneration of retina, bilateral",H35.41,6,
H35.419,"Lattice degeneration of retina, unspecified eye",H35.41,6,
H35.42,Microcystoid degeneration of retina,H35.4,5,
H35.421,"Microcystoid degeneration of retina, right eye",H35.42,6,
H35.422,"Microcystoid degeneration of retina, left eye",H35.42,6,
H35.423,"Microcystoid degeneration of retina, bilateral",H35.42,6,
H35.429,"Microcystoid degeneration of retina, unspecified eye",H35.42,6,
H35.43,Paving stone degeneration of retina,H35.4,5,
H35.431,"Paving stone degeneration of retina, right eye",H35.43,6,
H35.432,"Paving stone degeneration of retina, left eye",H35.43,6,
H35.433,"Paving stone degeneration of retina, bilateral",H35.43,6,
H35.439,"Paving stone degeneration of retina, unspecified eye",H35.43,6,
H35.44,Age-related reticular degeneration of retina,H35.4,5,
H35.441,"Age-related reticular degeneration of retina, right eye",H35.44,6,
H35.442,"Age-related reticular degeneration of retina, left eye",H35.44,6,
H35.443,"Age-related reticular degeneration of retina, bilateral",H35.44,6,
H35.449,"Age-related reticular degeneration of retina, unspecified eye",H35.44,6,
H35.45,Secondary pigmentary degeneration,H35.4,5,
H35.451,"Secondary pigmentary degeneration, right eye",H35.45,6,
H35.452,"Secondary pigmentary degeneration, left eye",H35.45,6,
H35.453,"Secondary pigmentary degeneration, bilateral",H35.45,6,
H35.459,"Secondary pigmentary degeneration, unspecified eye",H35.45,6,
H35.46,Secondary vitreoretinal degeneration,H35.4,5,
H35.461,"Secondary vitreoretinal degeneration, right eye",H35.46,6,
H35.462,"Secondary vitreoretinal degeneration, left eye",H35.46,6,
H35.463,"Secondary vitreoretinal degeneration, bilateral",H35.46,6,
H35.469,"Secondary vitreoretinal degeneration, unspecified eye",H35.46,6,
H35.5,Hereditary retinal dystrophy,H35,4,
H35.50,Unspecified hereditary retinal dystrophy,H35.5,5,
H35.51,Vitreoretinal dystrophy,H35.5,5,
H35.52,Pigmentary retinal dystrophy,H35.5,5,Albipunctate retinal dystrophy|Retinitis pigmentosa|Tapetoretinal dystrophy
H35.53,Other dystrophies primarily involving the sensory retina,H35.5,5,Stargardt's disease
H35.54,Dystrophies primarily involving the retinal pigment epithelium,H35.5,5,Vitelliform retinal dystrophy
H35.6,Retinal hemorrhage,H35,4,
H35.60,"Retinal hemorrhage, unspecified eye",H35.6,5,
H35.61,"Retinal hemorrhage, right eye",H35.6,5,
H35.62,"Retinal hemorrhage, left eye",H35.6,5,
H35.63,"Retinal hemorrhage, bilateral",H35.6,5,
H35.7,Separation of retinal layers,H35,4,
H35.70,Unspecified separation of retinal layers,H35.7,5,
H35.71,Central serous chorioretinopathy,H35.7,5,
H35.711,"Central serous chorioretinopathy, right eye",H35.71,6,
H35.712,"Central serous chorioretinopathy, left eye",H35.71,6,
H35.713,"Central serous chorioretinopathy, bilateral",H35.71,6,
H35.719,"Central serous chorioretinopathy, unspecified eye",H35.71,6,
H35.72,Serous detachment of retinal pigment epithelium,H35.7,5,
H35.721,"Serous detachment of retinal pigment epithelium, right eye",H35.72,6,
H35.722,"Serous detachment of retinal pigment epithelium, left eye",H35.72,6,
H35.723,"Serous detachment of retinal pigment epithelium, bilateral",H35.72,6,
H35.729,"Serous detachment of retinal pigment epithelium, unspecified eye",H35.72,6,
H35.73,Hemorrhagic detachment of retinal pigment epithelium,H35.7,5,
H35.731,"Hemorrhagic detachment of retinal pigment epithelium, right eye",H35.73,6,
H35.732,"Hemorrhagic detachment of retinal pigment epithelium, left eye",H35.73,6,
H35.733,"Hemorrhagic detachment of retinal pigment epithelium, bilateral",H35.73,6,
H35.739,"Hemorrhagic detachment of retinal pigment epithelium, unspecified eye",H35.73,6,
H35.8,Other specified retinal disorders,H35,4,
H35.81,Retinal edema,H35.8,5,Retinal cotton wool spots
H35.82,Retinal ischemia,H35.8,5,
H35.89,Other specified retinal disorders,H35.8,5,
H35.9,Unspecified retinal disorder,H35,4,
H36,Retinal disorders in diseases classified elsewhere,SECTION_H30-H36,3,
H36.8,Other retinal disorders in diseases classified elsewhere,H36,4,
H36.81,Nonproliferative sickle-cell retinopathy,H36.8,5,
H36.811,"Nonproliferative sickle-cell retinopathy, right eye",H36.81,6,
H36.812,"Nonproliferative sickle-cell retinopathy, left eye",H36.81,6,
H36.813,"Nonproliferative sickle-cell retinopathy, bilateral",H36.81,6,
H36.819,"Nonproliferative sickle-cell retinopathy, unspecified eye",H36.81,6,
H36.82,Proliferative sickle-cell retinopathy,H36.8,5,
H36.821,"Proliferative sickle-cell retinopathy, right eye",H36.82,6,
H36.822,"Proliferative sickle-cell retinopathy, left eye",H36.82,6,
H36.823,"Proliferative sickle-cell retinopathy, bilateral",H36.82,6,
H36.829,"Proliferative sickle-cell retinopathy, unspecified eye",H36.82,6,
H36.89,Other retinal disorders in diseases classified elsewhere,H36.8,5,Retinal dystrophy in lipid storage disorders
SECTION_H40-H42,Glaucoma (H40-H42),CHAPTER_7,2,
H40,Glaucoma,SECTION_H40-H42,3,
H40.0,Glaucoma suspect,H40,4,
H40.00,"Preglaucoma, unspecified",H40.0,5,
H40.001,"Preglaucoma, unspecified, right eye",H40.00,6,
H40.002,"Preglaucoma, unspecified, left eye",H40.00,6,
H40.003,"Preglaucoma, unspecified, bilateral",H40.00,6,
H40.009,"Preglaucoma, unspecified, unspecified eye",H40.00,6,
H40.01,"Open angle with borderline findings, low risk",H40.0,5,"Open angle, low risk"
H40.011,"Open angle with borderline findings, low risk, right eye",H40.01,6,
H40.012,"Open angle with borderline findings, low risk, left eye",H40.01,6,
H40.013,"Open angle with borderline findings, low risk, bilateral",H40.01,6,
H40.019,"Open angle with borderline findings, low risk, unspecified eye",H40.01,6,
H40.02,"Open angle with borderline findings, high risk",H40.0,5,"Open angle, high risk"
H40.021,"Open angle with borderline findings, high risk, right eye",H40.02,6,
H40.022,"Open angle with borderline findings, high risk, left eye",H40.02,6,
H40.023,"Open angle with borderline findings, high risk, bilateral",H40.02,6,
H40.029,"Open angle with borderline findings, high risk, unspecified eye",H40.02,6,
H40.03,Anatomical narrow angle,H40.0,5,Primary angle closure suspect
H40.031,"Anatomical narrow angle, right eye",H40.03,6,
H40.032,"Anatomical narrow angle, left eye",H40.03,6,
H40.033,"Anatomical narrow angle, bilateral",H40.03,6,
H40.039,"Anatomical narrow angle, unspecified eye",H40.03,6,
H40.04,Steroid responder,H40.0,5,
H40.041,"Steroid responder, right eye",H40.04,6,
H40.042,"Steroid responder, left eye",H40.04,6,
H40.043,"Steroid responder, bilateral",H40.04,6,
H40.049,"Steroid responder, unspecified eye",H40.04,6,
H40.05,Ocular hypertension,H40.0,5,
H40.051,"Ocular hypertension, right eye",H40.05,6,
H40.052,"Ocular hypertension, left eye",H40.05,6,
H40.053,"Ocular hypertension, bilateral",H40.05,6,
H40.059,"Ocular hypertension, unspecified eye",H40.05,6,
H40.06,Primary angle closure without glaucoma damage,H40.0,5,
H40.061,"Primary angle closure without glaucoma damage, right eye",H40.06,6,
H40.062,"Primary angle closure without glaucoma damage, left eye",H40.06,6,
H40.063,"Primary angle closure without glaucoma damage, bilateral",H40.06,6,
H40.069,"Primary angle closure without glaucoma damage, unspecified eye",H40.06,6,
H40.1,Open-angle glaucoma,H40,4,
H40.10,Unspecified open-angle glaucoma,H40.1,5,
H40.11,Primary open-angle glaucoma,H40.1,5,Chronic simple glaucoma
H40.111,"Primary open-angle glaucoma, right eye",H40.11,6,
H40.112,"Primary open-angle glaucoma, left eye",H40.11,6,
H40.113,"Primary open-angle glaucoma, bilateral",H40.11,6,
H40.119,"Primary open-angle glaucoma, unspecified eye",H40.11,6,
H40.12,Low-tension glaucoma,H40.1,5,
H40.121,"Low-tension glaucoma, right eye",H40.12,6,
H40.122,"Low-tension glaucoma, left eye",H40.12,6,
H40.123,"Low-tension glaucoma, bilateral",H40.12,6,
H40.129,"Low-tension glaucoma, unspecified eye",H40.12,6,
H40.13,Pigmentary glaucoma,H40.1,5,
H40.131,"Pigmentary glaucoma, right eye",H40.13,6,
H40.132,"Pigmentary glaucoma, left eye",H40.13,6,
H40.133,"Pigmentary glaucoma, bilateral",H40.13,6,
H40.139,"Pigmentary glaucoma, unspecified eye",H40.13,6,
H40.14,Capsular glaucoma with pseudoexfoliation of lens,H40.1,5,
H40.141,"Capsular glaucoma with pseudoexfoliation of lens, right eye",H40.14,6,
H40.142,"Capsular glaucoma with pseudoexfoliation of lens, left eye",H40.14,6,
H40.143,"Capsular glaucoma with pseudoexfoliation of lens, bilateral",H40.14,6,
H40.149,"Capsular glaucoma with pseudoexfoliation of lens, unspecified eye",H40.14,6,
H40.15,Residual stage of open-angle glaucoma,H40.1,5,
H40.151,"Residual stage of open-angle glaucoma, right eye",H40.15,6,
H40.152,"Residual stage of open-angle glaucoma, left eye",H40.15,6,
H40.153,"Residual stage of open-angle glaucoma, bilateral",H40.15,6,
H40.159,"Residual stage of open-angle glaucoma, unspecified eye",H40.15,6,
H40.2,Primary angle-closure glaucoma,H40,4,
H40.20,Unspecified primary angle-closure glaucoma,H40.2,5,
H40.21,Acute angle-closure glaucoma,H40.2,5,Acute angle-closure glaucoma attack|Acute angle-closure glaucoma crisis
H40.211,"Acute angle-closure glaucoma, right eye",H40.21,6,
H40.212,"Acute angle-closure glaucoma, left eye",H40.21,6,
H40.213,"Acute angle-closure glaucoma, bilateral",H40.21,6,
H40.219,"Acute angle-closure glaucoma, unspecified eye",H40.21,6,
H40.22,Chronic angle-closure glaucoma,H40.2,5,Chronic primary angle closure glaucoma
H40.221,"Chronic angle-closure glaucoma, right eye",H40.22,6,
H40.222,"Chronic angle-closure glaucoma, left eye",H40.22,6,
H40.223,"Chronic angle-closure glaucoma, bilateral",H40.22,6,
H40.229,"Chronic angle-closure glaucoma, unspecified eye",H40.22,6,
H40.23,Intermittent angle-closure glaucoma,H40.2,5,
H40.231,"Intermittent angle-closure glaucoma, right eye",H40.23,6,
H40.232,"Intermittent angle-closure glaucoma, left eye",H40.23,6,
H40.233,"Intermittent angle-closure glaucoma, bilateral",H40.23,6,
H40.239,"Intermittent angle-closure glaucoma, unspecified eye",H40.23,6,
H40.24,Residual stage of angle-closure glaucoma,H40.2,5,
H40.241,"Residual stage of angle-closure glaucoma, right eye",H40.24,6,
H40.242,"Residual stage of angle-closure glaucoma, left eye",H40.24,6,
H40.243,"Residual stage of angle-closure glaucoma, bilateral",H40.24,6,
H40.249,"Residual stage of angle-closure glaucoma, unspecified eye",H40.24,6,
H40.3,Glaucoma secondary to eye trauma,H40,4,
H40.30,"Glaucoma secondary to eye trauma, unspecified eye",H40.3,5,
H40.31,"Glaucoma secondary to eye trauma, right eye",H40.3,5,
H40.32,"Glaucoma secondary to eye trauma, left eye",H40.3,5,
H40.33,"Glaucoma secondary to eye trauma, bilateral",H40.3,5,
H40.4,Glaucoma secondary to eye inflammation,H40,4,
H40.40,"Glaucoma secondary to eye inflammation, unspecified eye",H40.4,5,
H40.41,"Glaucoma secondary to eye inflammation, right eye",H40.4,5,
H40.42,"Glaucoma secondary to eye inflammation, left eye",H40.4,5,
H40.43,"Glaucoma secondary to eye inflammation, bilateral",H40.4,5,
H40.5,Glaucoma secondary to other eye disorders,H40,4,
H40.50,"Glaucoma secondary to other eye disorders, unspecified eye",H40.5,5,
H40.51,"Glaucoma secondary to other eye disorders, right eye",H40.5,5,
H40.52,"Glaucoma secondary to other eye disorders, left eye",H40.5,5,
H40.53,"Glaucoma secondary to other eye disorders, bilateral",H40.5,5,
H40.6,Glaucoma secondary to drugs,H40,4,
H40.60,"Glaucoma secondary to drugs, unspecified eye",H40.6,5,
H40.61,"Glaucoma secondary to drugs, right eye",H40.6,5,
H40.62,"Glaucoma secondary to drugs, left eye",H40.6,5,
H40.63,"Glaucoma secondary to drugs, bilateral",H40.6,5,
H40.8,Other glaucoma,H40,4,
H40.81,Glaucoma with increased episcleral venous pressure,H40.8,5,
H40.811,"Glaucoma with increased episcleral venous pressure, right eye",H40.81,6,
H40.812,"Glaucoma with increased episcleral venous pressure, left eye",H40.81,6,
H40.813,"Glaucoma with increased episcleral venous pressure, bilateral",H40.81,6,
H40.819,"Glaucoma with increased episcleral venous pressure, unspecified eye",H40.81,6,
H40.82,Hypersecretion glaucoma,H40.8,5,
H40.821,"Hypersecretion glaucoma, right eye",H40.82,6,
H40.822,"Hypersecretion glaucoma, left eye",H40.82,6,
H40.823,"Hypersecretion glaucoma, bilateral",H40.82,6,
H40.829,"Hypersecretion glaucoma, unspecified eye",H40.82,6,
H40.83,Aqueous misdirection,H40.8,5,Malignant glaucoma
H40.831,"Aqueous misdirection, right eye",H40.83,6,
H40.832,"Aqueous misdirection, left eye",H40.83,6,
H40.833,"Aqueous misdirection, bilateral",H40.83,6,
H40.839,"Aqueous misdirection, unspecified eye",H40.83,6,
H40.84,Neovascular secondary angle closure glaucoma,H40.8,5,
H40.841,"Neovascular secondary angle closure glaucoma, right eye",H40.84,6,
H40.842,"Neovascular secondary angle closure glaucoma, left eye",H40.84,6,
H40.843,"Neovascular secondary angle closure glaucoma, bilateral",H40.84,6,
H40.849,"Neovascular secondary angle closure glaucoma, unspecified eye",H40.84,6,
H40.89,Other specified glaucoma,H40.8,5,
H40.9,Unspecified glaucoma,H40,4,
H42,Glaucoma in diseases classified elsewhere,SECTION_H40-H42,3,
SECTION_H43-H44,Disorders of vitreous body and globe (H43-H44),CHAPTER_7,2,
H43,Disorders of vitreous body,SECTION_H43-H44,3,
H43.0,Vitreous prolapse,H43,4,
H43.00,"Vitreous prolapse, unspecified eye",H43.0,5,
H43.01,"Vitreous prolapse, right eye",H43.0,5,
H43.02,"Vitreous prolapse, left eye",H43.0,5,
H43.03,"Vitreous prolapse, bilateral",H43.0,5,
H43.1,Vitreous hemorrhage,H43,4,
H43.10,"Vitreous hemorrhage, unspecified eye",H43.1,5,
H43.11,"Vitreous hemorrhage, right eye",H43.1,5,
H43.12,"Vitreous hemorrhage, left eye",H43.1,5,
H43.13,"Vitreous hemorrhage, bilateral",H43.1,5,
H43.2,Crystalline deposits in vitreous body,H43,4,
H43.20,"Crystalline deposits in vitreous body, unspecified eye",H43.2,5,
H43.21,"Crystalline deposits in vitreous body, right eye",H43.2,5,
H43.22,"Crystalline deposits in vitreous body, left eye",H43.2,5,
H43.23,"Crystalline deposits in vitreous body, bilateral",H43.2,5,
H43.3,Other vitreous opacities,H43,4,
H43.31,Vitreous membranes and strands,H43.3,5,
H43.311,"Vitreous membranes and strands, right eye",H43.31,6,
H43.312,"Vitreous membranes and strands, left eye",H43.31,6,
H43.313,"Vitreous membranes and strands, bilateral",H43.31,6,
H43.319,"Vitreous membranes and strands, unspecified eye",H43.31,6,
H43.39,Other vitreous opacities,H43.3,5,Vitreous floaters
H43.391,"Other vitreous opacities, right eye",H43.39,6,
H43.392,"Other vitreous opacities, left eye",H43.39,6,
H43.393,"Other vitreous opacities, bilateral",H43.39,6,
H43.399,"Other vitreous opacities, unspecified eye",H43.39,6,
H43.8,Other disorders of vitreous body,H43,4,
H43.81,Vitreous degeneration,H43.8,5,Vitreous detachment
H43.811,"Vitreous degeneration, right eye",H43.81,6,
H43.812,"Vitreous degeneration, left eye",H43.81,6,
H43.813,"Vitreous degeneration, bilateral",H43.81,6,
H43.819,"Vitreous degeneration, unspecified eye",H43.81,6,
