code,name,parent_code,level,aliases
M71.529,"Other bursitis, not elsewhere classified, unspecified elbow",M71.52,6,
M71.53,"Other bursitis, not elsewhere classified, wrist",M71.5,5,
M71.531,"Other bursitis, not elsewhere classified, right wrist",M71.53,6,
M71.532,"Other bursitis, not elsewhere classified, left wrist",M71.53,6,
M71.539,"Other bursitis, not elsewhere classified, unspecified wrist",M71.53,6,
M71.54,"Other bursitis, not elsewhere classified, hand",M71.5,5,
M71.541,"Other bursitis, not elsewhere classified, right hand",M71.54,6,
M71.542,"Other bursitis, not elsewhere classified, left hand",M71.54,6,
M71.549,"Other bursitis, not elsewhere classified, unspecified hand",M71.54,6,
M71.55,"Other bursitis, not elsewhere classified, hip",M71.5,5,
M71.551,"Other bursitis, not elsewhere classified, right hip",M71.55,6,
M71.552,"Other bursitis, not elsewhere classified, left hip",M71.55,6,
M71.559,"Other bursitis, not elsewhere classified, unspecified hip",M71.55,6,
M71.56,"Other bursitis, not elsewhere classified, knee",M71.5,5,
M71.561,"Other bursitis, not elsewhere classified, right knee",M71.56,6,
M71.562,"Other bursitis, not elsewhere classified, left knee",M71.56,6,
M71.569,"Other bursitis, not elsewhere classified, unspecified knee",M71.56,6,
M71.57,"Other bursitis, not elsewhere classified, ankle and foot",M71.5,5,
M71.571,"Other bursitis, not elsewhere classified, right ankle and foot",M71.57,6,
M71.572,"Other bursitis, not elsewhere classified, left ankle and foot",M71.57,6,
M71.579,"Other bursitis, not elsewhere classified, unspecified ankle and foot",M71.57,6,
M71.58,"Other bursitis, not elsewhere classified, other site",M71.5,5,
M71.8,Other specified bursopathies,M71,4,
M71.80,"Other specified bursopathies, unspecified site",M71.8,5,
M71.81,"Other specified bursopathies, shoulder",M71.8,5,
M71.811,"Other specified bursopathies, right shoulder",M71.81,6,
M71.812,"Other specified bursopathies, left shoulder",M71.81,6,
M71.819,"Other specified bursopathies, unspecified shoulder",M71.81,6,
M71.82,"Other specified bursopathies, elbow",M71.8,5,
M71.821,"Other specified bursopathies, right elbow",M71.82,6,
M71.822,"Other specified bursopathies, left elbow",M71.82,6,
M71.829,"Other specified bursopathies, unspecified elbow",M71.82,6,
M71.83,"Other specified bursopathies, wrist",M71.8,5,
M71.831,"Other specified bursopathies, right wrist",M71.83,6,
M71.832,"Other specified bursopathies, left wrist",M71.83,6,
M71.839,"Other specified bursopathies, unspecified wrist",M71.83,6,
M71.84,"Other specified bursopathies, hand",M71.8,5,
M71.841,"Other specified bursopathies, right hand",M71.84,6,
M71.842,"Other specified bursopathies, left hand",M71.84,6,
M71.849,"Other specified bursopathies, unspecified hand",M71.84,6,
M71.85,"Other specified bursopathies, hip",M71.8,5,
M71.851,"Other specified bursopathies, right hip",M71.85,6,
M71.852,"Other specified bursopathies, left hip",M71.85,6,
M71.859,"Other specified bursopathies, unspecified hip",M71.85,6,
M71.86,"Other specified bursopathies, knee",M71.8,5,
M71.861,"Other specified bursopathies, right knee",M71.86,6,
M71.862,"Other specified bursopathies, left knee",M71.86,6,
M71.869,"Other specified bursopathies, unspecified knee",M71.86,6,
M71.87,"Other specified bursopathies, ankle and foot",M71.8,5,
M71.871,"Other specified bursopathies, right ankle and foot",M71.87,6,
M71.872,"Other specified bursopathies, left ankle and foot",M71.87,6,
M71.879,"Other specified bursopathies, unspecified ankle and foot",M71.87,6,
M71.88,"Other specified bursopathies, other site",M71.8,5,
M71.89,"Other specified bursopathies, multiple sites",M71.8,5,
M71.9,"Bursopathy, unspecified",M71,4,Bursitis NOS
M72,Fibroblastic disorders,SECTION_M70-M79,3,
M72.0,Palmar fascial fibromatosis [Dupuytren],M72,4,
M72.1,Knuckle pads,M72,4,
M72.2,Plantar fascial fibromatosis,M72,4,Plantar fasciitis
M72.4,Pseudosarcomatous fibromatosis,M72,4,Nodular fasciitis
M72.6,Necrotizing fasciitis,M72,4,
M72.8,Other fibroblastic disorders,M72,4,Abscess of fascia|Fasciitis NEC|Other infective fasciitis
M72.9,"Fibroblastic disorder, unspecified",M72,4,Fasciitis NOS|Fibromatosis NOS
M75,Shoulder lesions,SECTION_M70-M79,3,
M75.0,Adhesive capsulitis of shoulder,M75,4,Frozen shoulder|Periarthritis of shoulder
M75.00,Adhesive capsulitis of unspecified shoulder,M75.0,5,
M75.01,Adhesive capsulitis of right shoulder,M75.0,5,
M75.02,Adhesive capsulitis of left shoulder,M75.0,5,
M75.1,"Rotator cuff tear or rupture, not specified as traumatic",M75,4,"Rotator cuff syndrome|Supraspinatus tear or rupture, not specified as traumatic|Supraspinatus syndrome"
M75.10,"Unspecified rotator cuff tear or rupture, not specified as traumatic",M75.1,5,
M75.100,"Unspecified rotator cuff tear or rupture of unspecified shoulder, not specified as traumatic",M75.10,6,
M75.101,"Unspecified rotator cuff tear or rupture of right shoulder, not specified as traumatic",M75.10,6,
M75.102,"Unspecified rotator cuff tear or rupture of left shoulder, not specified as traumatic",M75.10,6,
M75.11,Incomplete rotator cuff tear or rupture not specified as traumatic,M75.1,5,
M75.110,"Incomplete rotator cuff tear or rupture of unspecified shoulder, not specified as traumatic",M75.11,6,
M75.111,"Incomplete rotator cuff tear or rupture of right shoulder, not specified as traumatic",M75.11,6,
M75.112,"Incomplete rotator cuff tear or rupture of left shoulder, not specified as traumatic",M75.11,6,
M75.12,Complete rotator cuff tear or rupture not specified as traumatic,M75.1,5,
M75.120,"Complete rotator cuff tear or rupture of unspecified shoulder, not specified as traumatic",M75.12,6,
M75.121,"Complete rotator cuff tear or rupture of right shoulder, not specified as traumatic",M75.12,6,
M75.122,"Complete rotator cuff tear or rupture of left shoulder, not specified as traumatic",M75.12,6,
M75.2,Bicipital tendinitis,M75,4,
M75.20,"Bicipital tendinitis, unspecified shoulder",M75.2,5,
M75.21,"Bicipital tendinitis, right shoulder",M75.2,5,
M75.22,"Bicipital tendinitis, left shoulder",M75.2,5,
M75.3,Calcific tendinitis of shoulder,M75,4,Calcified bursa of shoulder
M75.30,Calcific tendinitis of unspecified shoulder,M75.3,5,
M75.31,Calcific tendinitis of right shoulder,M75.3,5,
M75.32,Calcific tendinitis of left shoulder,M75.3,5,
M75.4,Impingement syndrome of shoulder,M75,4,
M75.40,Impingement syndrome of unspecified shoulder,M75.4,5,
M75.41,Impingement syndrome of right shoulder,M75.4,5,
M75.42,Impingement syndrome of left shoulder,M75.4,5,
M75.5,Bursitis of shoulder,M75,4,
M75.50,Bursitis of unspecified shoulder,M75.5,5,
M75.51,Bursitis of right shoulder,M75.5,5,
M75.52,Bursitis of left shoulder,M75.5,5,
M75.8,Other shoulder lesions,M75,4,
M75.80,"Other shoulder lesions, unspecified shoulder",M75.8,5,
M75.81,"Other shoulder lesions, right shoulder",M75.8,5,
M75.82,"Other shoulder lesions, left shoulder",M75.8,5,
M75.9,"Shoulder lesion, unspecified",M75,4,
M75.90,"Shoulder lesion, unspecified, unspecified shoulder",M75.9,5,
M75.91,"Shoulder lesion, unspecified, right shoulder",M75.9,5,
M75.92,"Shoulder lesion, unspecified, left shoulder",M75.9,5,
M76,"Enthesopathies, lower limb, excluding foot",SECTION_M70-M79,3,
M76.0,Gluteal tendinitis,M76,4,
M76.00,"Gluteal tendinitis, unspecified hip",M76.0,5,
M76.01,"Gluteal tendinitis, right hip",M76.0,5,
M76.02,"Gluteal tendinitis, left hip",M76.0,5,
M76.1,Psoas tendinitis,M76,4,
M76.10,"Psoas tendinitis, unspecified hip",M76.1,5,
M76.11,"Psoas tendinitis, right hip",M76.1,5,
M76.12,"Psoas tendinitis, left hip",M76.1,5,
M76.2,Iliac crest spur,M76,4,
M76.20,"Iliac crest spur, unspecified hip",M76.2,5,
M76.21,"Iliac crest spur, right hip",M76.2,5,
M76.22,"Iliac crest spur, left hip",M76.2,5,
M76.3,Iliotibial band syndrome,M76,4,
M76.30,"Iliotibial band syndrome, unspecified leg",M76.3,5,
M76.31,"Iliotibial band syndrome, right leg",M76.3,5,
M76.32,"Iliotibial band syndrome, left leg",M76.3,5,
M76.4,Tibial collateral bursitis [Pellegrini-Stieda],M76,4,
M76.40,"Tibial collateral bursitis [Pellegrini-Stieda], unspecified leg",M76.4,5,
M76.41,"Tibial collateral bursitis [Pellegrini-Stieda], right leg",M76.4,5,
M76.42,"Tibial collateral bursitis [Pellegrini-Stieda], left leg",M76.4,5,
M76.5,Patellar tendinitis,M76,4,
M76.50,"Patellar tendinitis, unspecified knee",M76.5,5,
M76.51,"Patellar tendinitis, right knee",M76.5,5,
M76.52,"Patellar tendinitis, left knee",M76.5,5,
M76.6,Achilles tendinitis,M76,4,Achilles bursitis
M76.60,"Achilles tendinitis, unspecified leg",M76.6,5,
M76.61,"Achilles tendinitis, right leg",M76.6,5,
M76.62,"Achilles tendinitis, left leg",M76.6,5,
M76.7,Peroneal tendinitis,M76,4,
M76.70,"Peroneal tendinitis, unspecified leg",M76.7,5,
M76.71,"Peroneal tendinitis, right leg",M76.7,5,
M76.72,"Peroneal tendinitis, left leg",M76.7,5,
M76.8,"Other specified enthesopathies of lower limb, excluding foot",M76,4,
M76.81,Anterior tibial syndrome,M76.8,5,
M76.811,"Anterior tibial syndrome, right leg",M76.81,6,
M76.812,"Anterior tibial syndrome, left leg",M76.81,6,
M76.819,"Anterior tibial syndrome, unspecified leg",M76.81,6,
M76.82,Posterior tibial tendinitis,M76.8,5,
M76.821,"Posterior tibial tendinitis, right leg",M76.82,6,
M76.822,"Posterior tibial tendinitis, left leg",M76.82,6,
M76.829,"Posterior tibial tendinitis, unspecified leg",M76.82,6,
M76.89,"Other specified enthesopathies of lower limb, excluding foot",M76.8,5,
M76.891,"Other specified enthesopathies of right lower limb, excluding foot",M76.89,6,
M76.892,"Other specified enthesopathies of left lower limb, excluding foot",M76.89,6,
M76.899,"Other specified enthesopathies of unspecified lower limb, excluding foot",M76.89,6,
M76.9,"Unspecified enthesopathy, lower limb, excluding foot",M76,4,
M77,Other enthesopathies,SECTION_M70-M79,3,
M77.0,Medial epicondylitis,M77,4,
M77.00,"Medial epicondylitis, unspecified elbow",M77.0,5,
M77.01,"Medial epicondylitis, right elbow",M77.0,5,
M77.02,"Medial epicondylitis, left elbow",M77.0,5,
M77.1,Lateral epicondylitis,M77,4,Tennis elbow
M77.10,"Lateral epicondylitis, unspecified elbow",M77.1,5,
M77.11,"Lateral epicondylitis, right elbow",M77.1,5,
M77.12,"Lateral epicondylitis, left elbow",M77.1,5,
M77.2,Periarthritis of wrist,M77,4,
M77.20,"Periarthritis, unspecified wrist",M77.2,5,
M77.21,"Periarthritis, right wrist",M77.2,5,
M77.22,"Periarthritis, left wrist",M77.2,5,
M77.3,Calcaneal spur,M77,4,
M77.30,"Calcaneal spur, unspecified foot",M77.3,5,
M77.31,"Calcaneal spur, right foot",M77.3,5,
M77.32,"Calcaneal spur, left foot",M77.3,5,
M77.4,Metatarsalgia,M77,4,
M77.40,"Metatarsalgia, unspecified foot",M77.4,5,
M77.41,"Metatarsalgia, right foot",M77.4,5,
M77.42,"Metatarsalgia, left foot",M77.4,5,
M77.5,Other enthesopathy of foot and ankle,M77,4,
M77.50,Other enthesopathy of unspecified foot and ankle,M77.5,5,
M77.51,Other enthesopathy of right foot and ankle,M77.5,5,
M77.52,Other enthesopathy of left foot and ankle,M77.5,5,
M77.8,"Other enthesopathies, not elsewhere classified",M77,4,
M77.9,"Enthesopathy, unspecified",M77,4,Bone spur NOS|Capsulitis NOS|Periarthritis NOS|Tendinitis NOS
M79,"Other and unspecified soft tissue disorders, not elsewhere classified",SECTION_M70-M79,3,
M79.0,"Rheumatism, unspecified",M79,4,
M79.1,Myalgia,M79,4,Myofascial pain syndrome
M79.10,"Myalgia, unspecified site",M79.1,5,
M79.11,Myalgia of mastication muscle,M79.1,5,
M79.12,"Myalgia of auxiliary muscles, head and neck",M79.1,5,
M79.18,"Myalgia, other site",M79.1,5,
M79.2,"Neuralgia and neuritis, unspecified",M79,4,
M79.3,"Panniculitis, unspecified",M79,4,
M79.4,Hypertrophy of (infrapatellar) fat pad,M79,4,
M79.5,Residual foreign body in soft tissue,M79,4,
M79.6,"Pain in limb, hand, foot, fingers and toes",M79,4,
M79.60,"Pain in limb, unspecified",M79.6,5,
M79.601,Pain in right arm,M79.60,6,Pain in right upper limb NOS
M79.602,Pain in left arm,M79.60,6,Pain in left upper limb NOS
M79.603,"Pain in arm, unspecified",M79.60,6,Pain in upper limb NOS
M79.604,Pain in right leg,M79.60,6,Pain in right lower limb NOS
M79.605,Pain in left leg,M79.60,6,Pain in left lower limb NOS
M79.606,"Pain in leg, unspecified",M79.60,6,Pain in lower limb NOS
M79.609,Pain in unspecified limb,M79.60,6,Pain in limb NOS
M79.62,Pain in upper arm,M79.6,5,Pain in axillary region
M79.621,Pain in right upper arm,M79.62,6,
M79.622,Pain in left upper arm,M79.62,6,
M79.629,Pain in unspecified upper arm,M79.62,6,
M79.63,Pain in forearm,M79.6,5,
M79.631,Pain in right forearm,M79.63,6,
M79.632,Pain in left forearm,M79.63,6,
M79.639,Pain in unspecified forearm,M79.63,6,
M79.64,Pain in hand and fingers,M79.6,5,
M79.641,Pain in right hand,M79.64,6,
M79.642,Pain in left hand,M79.64,6,
M79.643,Pain in unspecified hand,M79.64,6,
M79.644,Pain in right finger(s),M79.64,6,
M79.645,Pain in left finger(s),M79.64,6,
M79.646,Pain in unspecified finger(s),M79.64,6,
M79.65,Pain in thigh,M79.6,5,
M79.651,Pain in right thigh,M79.65,6,
M79.652,Pain in left thigh,M79.65,6,
M79.659,Pain in unspecified thigh,M79.65,6,
M79.66,Pain in lower leg,M79.6,5,
M79.661,Pain in right lower leg,M79.66,6,
M79.662,Pain in left lower leg,M79.66,6,
M79.669,Pain in unspecified lower leg,M79.66,6,
M79.67,Pain in foot and toes,M79.6,5,
M79.671,Pain in right foot,M79.67,6,
M79.672,Pain in left foot,M79.67,6,
M79.673,Pain in unspecified foot,M79.67,6,
M79.674,Pain in right toe(s),M79.67,6,
M79.675,Pain in left toe(s),M79.67,6,
M79.676,Pain in unspecified toe(s),M79.67,6,
M79.7,Fibromyalgia,M79,4,Fibromyositis|Fibrositis|Myofibrositis
M79.A,Nontraumatic compartment syndrome,M79,4,
M79.A1,Nontraumatic compartment syndrome of upper extremity,M79.A,5,"Nontraumatic compartment syndrome of shoulder, arm, forearm, wrist, hand, and fingers"
M79.A11,Nontraumatic compartment syndrome of right upper extremity,M79.A1,6,
M79.A12,Nontraumatic compartment syndrome of left upper extremity,M79.A1,6,
M79.A19,Nontraumatic compartment syndrome of unspecified upper extremity,M79.A1,6,
M79.A2,Nontraumatic compartment syndrome of lower extremity,M79.A,5,"Nontraumatic compartment syndrome of hip, buttock, thigh, leg, foot, and toes"
M79.A21,Nontraumatic compartment syndrome of right lower extremity,M79.A2,6,
M79.A22,Nontraumatic compartment syndrome of left lower extremity,M79.A2,6,
M79.A29,Nontraumatic compartment syndrome of unspecified lower extremity,M79.A2,6,
M79.A3,Nontraumatic compartment syndrome of abdomen,M79.A,5,
M79.A9,Nontraumatic compartment syndrome of other sites,M79.A,5,
M79.8,Other specified soft tissue disorders,M79,4,
M79.81,Nontraumatic hematoma of soft tissue,M79.8,5,Nontraumatic hematoma of muscle|Nontraumatic seroma of muscle and soft tissue
M79.89,Other specified soft tissue disorders,M79.8,5,Polyalgia
M79.9,"Soft tissue disorder, unspecified",M79,4,
SECTION_M80-M94,Osteopathies and chondropathies (M80-M94),CHAPTER_13,2,
SECTION_M80-M85,Disorders of bone density and structure (M80-M85),CHAPTER_13,2,
M80,Osteoporosis with current pathological fracture,SECTION_M80-M85,3,
M80.0,Age-related osteoporosis with current pathological fracture,M80,4,Involutional osteoporosis with current pathological fracture|Osteoporosis NOS with current pathological fracture|Postmenopausal osteoporosis with current pathological fracture|Senile osteoporosis with current pathological fracture
M80.00,"Age-related osteoporosis with current pathological fracture, unspecified site",M80.0,5,
M80.01,"Age-related osteoporosis with current pathological fracture, shoulder",M80.0,5,
M80.011,"Age-related osteoporosis with current pathological fracture, right shoulder",M80.01,6,
M80.012,"Age-related osteoporosis with current pathological fracture, left shoulder",M80.01,6,
M80.019,"Age-related osteoporosis with current pathological fracture, unspecified shoulder",M80.01,6,
M80.02,"Age-related osteoporosis with current pathological fracture, humerus",M80.0,5,
M80.021,"Age-related osteoporosis with current pathological fracture, right humerus",M80.02,6,
M80.022,"Age-related osteoporosis with current pathological fracture, left humerus",M80.02,6,
M80.029,"Age-related osteoporosis with current pathological fracture, unspecified humerus",M80.02,6,
M80.03,"Age-related osteoporosis with current pathological fracture, forearm",M80.0,5,Age-related osteoporosis with current pathological fracture of wrist
M80.031,"Age-related osteoporosis with current pathological fracture, right forearm",M80.03,6,
M80.032,"Age-related osteoporosis with current pathological fracture, left forearm",M80.03,6,
M80.039,"Age-related osteoporosis with current pathological fracture, unspecified forearm",M80.03,6,
M80.04,"Age-related osteoporosis with current pathological fracture, hand",M80.0,5,
